sum;dependencia;mes
17486250;COL. NAC. PANCHITO LOPEZ;junio
35199732;COL. NAC. PAPA JUAN PABLO II;agosto
35199732;COL. NAC. PAPA JUAN PABLO II;julio
35199732;COL. NAC. PAPA JUAN PABLO II;junio
10602732;COL. NAC. PAPA JUAN XXIII;agosto
10602732;COL. NAC. PAPA JUAN XXIII;julio
10602732;COL. NAC. PAPA JUAN XXIII;junio
89510520;COL. NAC. PARAGUAY - BRASIL;agosto
89510520;COL. NAC. PARAGUAY - BRASIL;julio
90080020;COL. NAC. PARAGUAY - BRASIL;junio
47654365;COL. NAC. PARAGUAY - JAPON;agosto
47654365;COL. NAC. PARAGUAY - JAPON;julio
47654365;COL. NAC. PARAGUAY - JAPON;junio
13636374;COL. NAC. PARAGUAYO- GERMANA;agosto
13636374;COL. NAC. PARAGUAYO- GERMANA;julio
13636374;COL. NAC. PARAGUAYO- GERMANA;junio
40650365;COL. NAC. PARAGUAYO - JAPONES;agosto
40650365;COL. NAC. PARAGUAYO - JAPONES;julio
40650365;COL. NAC. PARAGUAYO - JAPONES;junio
8726750;COL. NAC. PARAGUAY PYAHU;agosto
8726750;COL. NAC. PARAGUAY PYAHU;julio
8726750;COL. NAC. PARAGUAY PYAHU;junio
11146750;COL. NAC . PARANAMBU;agosto
11146750;COL. NAC . PARANAMBU;julio
11146750;COL. NAC . PARANAMBU;junio
63245556;COL. NAC. PARROQ. LAS MERCEDES;agosto
63245556;COL. NAC. PARROQ. LAS MERCEDES;julio
63245556;COL. NAC. PARROQ. LAS MERCEDES;junio
33307000;COL. NAC. PASO YOBAI;agosto
33307000;COL. NAC. PASO YOBAI;julio
33005500;COL. NAC. PASO YOBAI;junio
83316962;COL. NAC. PAZ DEL CHACO;agosto
83316962;COL. NAC. PAZ DEL CHACO;julio
83316962;COL. NAC. PAZ DEL CHACO;junio
19094964;COL. NAC. PBRO. JUAN BAUTISTA CASSANELLO;agosto
19094964;COL. NAC. PBRO. JUAN BAUTISTA CASSANELLO;julio
19094964;COL. NAC. PBRO. JUAN BAUTISTA CASSANELLO;junio
14647482;COL. NAC. PBRO. SEBASTIAN PINTOS;agosto
14647482;COL. NAC. PBRO. SEBASTIAN PINTOS;julio
14647482;COL. NAC. PBRO. SEBASTIAN PINTOS;junio
3986571;COL. NAC. PC's SYSTEM;agosto
3986571;COL. NAC. PC's SYSTEM;julio
3986571;COL. NAC. PC's SYSTEM;junio
47874954;COL. NAC. PDTE. CARLOS A. LOPEZ;agosto
47874954;COL. NAC. PDTE. CARLOS A. LOPEZ;julio
46959672;COL. NAC. PDTE. CARLOS A. LOPEZ;junio
31764072;COL. NAC. PDTE. JOHN F. KENNEDY;agosto
31381806;COL. NAC. PDTE. JOHN F. KENNEDY;julio
31190673;COL. NAC. PDTE. JOHN F. KENNEDY;junio
24248627;COL. NAC. PEDRO J. CABALLERO;agosto
24248627;COL. NAC. PEDRO J. CABALLERO;julio
24851627;COL. NAC. PEDRO J. CABALLERO;junio
9095250;COL. NAC. PERLITA;agosto
9095250;COL. NAC. PERLITA;julio
9095250;COL. NAC. PERLITA;junio
14098645;COL. NAC. PERPETUO SOCORRO;agosto
14098645;COL. NAC. PERPETUO SOCORRO;julio
14098645;COL. NAC. PERPETUO SOCORRO;junio
4539250;COL. NAC. PETRONA GIMENEZ DE SILVERO;agosto
4539250;COL. NAC. PETRONA GIMENEZ DE SILVERO;julio
4539250;COL. NAC. PETRONA GIMENEZ DE SILVERO;junio
87124579;COL. NAC. PILAR;agosto
87560079;COL. NAC. PILAR;julio
87560079;COL. NAC. PILAR;junio
19337500;COL. NAC. PIRAPEY KM. 41;agosto
19337500;COL. NAC. PIRAPEY KM. 41;julio
19337500;COL. NAC. PIRAPEY KM. 41;junio
16406250;COL. NAC. PIRAY;agosto
16406250;COL. NAC. PIRAY;julio
16406250;COL. NAC. PIRAY;junio
114504336;COL. NAC. PIRIBEBUY;agosto
111123520;COL. NAC. PIRIBEBUY;julio
109887592;COL. NAC. PIRIBEBUY;junio
18642732;COL. NAC. PIRU PUCU;agosto
18642732;COL. NAC. PIRU PUCU;julio
18642732;COL. NAC. PIRU PUCU;junio
47920946;COL. NAC. P. JUAN GUILLERMO DIAZ;agosto
47920946;COL. NAC. P. JUAN GUILLERMO DIAZ;julio
47920946;COL. NAC. P. JUAN GUILLERMO DIAZ;junio
8643000;COL. NAC. PLACIDO;agosto
8643000;COL. NAC. PLACIDO;julio
8643000;COL. NAC. PLACIDO;junio
8877500;COL. NAC. POTRERO ANTEOJO;agosto
8877500;COL. NAC. POTRERO ANTEOJO;julio
8877500;COL. NAC. POTRERO ANTEOJO;junio
19614250;COL. NAC. POTRERO DEL CARMEN;agosto
19614250;COL. NAC. POTRERO DEL CARMEN;julio
19095000;COL. NAC. POTRERO DEL CARMEN;junio
15594250;COL. NAC. POTRERO NARANJO;agosto
15594250;COL. NAC. POTRERO NARANJO;julio
15594250;COL. NAC. POTRERO NARANJO;junio
21766250;COL. NAC. POTRERO PO'I;agosto
21766250;COL. NAC. POTRERO PO'I;julio
21766250;COL. NAC. POTRERO PO'I;junio
19572000;COL. NAC. POTRERO YAPEPO;agosto
19572000;COL. NAC. POTRERO YAPEPO;julio
19572000;COL. NAC. POTRERO YAPEPO;junio
18776750;COL. NAC. POZO COLORADO;agosto
18776750;COL. NAC. POZO COLORADO;julio
18776750;COL. NAC. POZO COLORADO;junio
52277236;COL. NAC. PRESBITERIO JOSE AGUSTIN MOLAS;agosto
52277236;COL. NAC. PRESBITERIO JOSE AGUSTIN MOLAS;julio
52277236;COL. NAC. PRESBITERIO JOSE AGUSTIN MOLAS;junio
28114281;COL. NAC. PRESBITERO MANUEL GAMARRA;agosto
28114281;COL. NAC. PRESBITERO MANUEL GAMARRA;julio
28114281;COL. NAC. PRESBITERO MANUEL GAMARRA;junio
82158576;COL. NAC. PRESIDENTE DR. JOSE PATRICIO GUGGIARI;agosto
79988976;COL. NAC. PRESIDENTE DR. JOSE PATRICIO GUGGIARI;julio
79687476;COL. NAC. PRESIDENTE DR. JOSE PATRICIO GUGGIARI;junio
8643000;COL. NAC. PRIMAVERA REAL;agosto
8643000;COL. NAC. PRIMAVERA REAL;julio
8643000;COL. NAC. PRIMAVERA REAL;junio
18449696;COL. NAC. PRIMER PRESIDENTE;agosto
18449696;COL. NAC. PRIMER PRESIDENTE;julio
16791464;COL. NAC. PRIMER PRESIDENTE;junio
52627696;COL. NAC. PROCERES DE MAYO;agosto
53364696;COL. NAC. PROCERES DE MAYO;julio
52460196;COL. NAC. PROCERES DE MAYO;junio
26682407;COL. NAC. PROF. ADOLFO MARIA MONGES;agosto
26682407;COL. NAC. PROF. ADOLFO MARIA MONGES;julio
26983907;COL. NAC. PROF. ADOLFO MARIA MONGES;junio
24462946;COL. NAC. PROF. AGUSTIN ALONSO;agosto
24462946;COL. NAC. PROF. AGUSTIN ALONSO;julio
24161446;COL. NAC. PROF. AGUSTIN ALONSO;junio
13433500;COL. NAC. PROF. ALBARINO AÑAZCO;agosto
13433500;COL. NAC. PROF. ALBARINO AÑAZCO;julio
13433500;COL. NAC. PROF. ALBARINO AÑAZCO;junio
43144212;COL. NAC. PROF. ANGEL TORRES PEREZ;agosto
43144212;COL. NAC. PROF. ANGEL TORRES PEREZ;julio
44584712;COL. NAC. PROF. ANGEL TORRES PEREZ;junio
16154964;COL. NAC. PROF. CARLOS A. RAMIREZ FERNANDEZ;agosto
16154964;COL. NAC. PROF. CARLOS A. RAMIREZ FERNANDEZ;julio
16154964;COL. NAC. PROF. CARLOS A. RAMIREZ FERNANDEZ;junio
27363682;COL. NAC. PROF. CARMELO BARRIOS ARMOA;agosto
25253200;COL. NAC. PROF. CARMELO BARRIOS ARMOA;julio
25253200;COL. NAC. PROF. CARMELO BARRIOS ARMOA;junio
20694232;COL. NAC. PROF. CASTULO MAIDANA;agosto
20694232;COL. NAC. PROF. CASTULO MAIDANA;julio
20694232;COL. NAC. PROF. CASTULO MAIDANA;junio
9162250;COL. NAC. PROF. DANIELA RAMIREZ DE SERVIN;agosto
9313000;COL. NAC. PROF. DANIELA RAMIREZ DE SERVIN;julio
9162250;COL. NAC. PROF. DANIELA RAMIREZ DE SERVIN;junio
21263750;COL. NAC. PROF. DOCTOR LUIS MARIA ARGAÑA;agosto
21263750;COL. NAC. PROF. DOCTOR LUIS MARIA ARGAÑA;julio
21263750;COL. NAC. PROF. DOCTOR LUIS MARIA ARGAÑA;junio
26472928;COL. NAC. PROF. ELSA C. VERON DE PORTILLO;agosto
26472928;COL. NAC. PROF. ELSA C. VERON DE PORTILLO;julio
26472928;COL. NAC. PROF. ELSA C. VERON DE PORTILLO;junio
141580267;COL. NAC. PROF. ELSA JACINTA MASI ZOLABARRIETA;agosto
144025767;COL. NAC. PROF. ELSA JACINTA MASI ZOLABARRIETA;julio
144025767;COL. NAC. PROF. ELSA JACINTA MASI ZOLABARRIETA;junio
8944500;COL. NAC. PROF. ELVIRA REGUNEGA DE BALBUENA;agosto
8944500;COL. NAC. PROF. ELVIRA REGUNEGA DE BALBUENA;julio
8944500;COL. NAC. PROF. ELVIRA REGUNEGA DE BALBUENA;junio
8643000;COL. NAC. PROF. EMILIO ROMERO PEREIRA;agosto
8643000;COL. NAC. PROF. EMILIO ROMERO PEREIRA;julio
8643000;COL. NAC. PROF. EMILIO ROMERO PEREIRA;junio
10451982;COL. NAC. PROF. ERICO RAMON PERDOMO;agosto
10451982;COL. NAC. PROF. ERICO RAMON PERDOMO;julio
10451982;COL. NAC. PROF. ERICO RAMON PERDOMO;junio
20093038;COL. NAC. PROFESOR DOCTOR LUIS MARIA ARGAÑA;agosto
20394538;COL. NAC. PROFESOR DOCTOR LUIS MARIA ARGAÑA;julio
19121538;COL. NAC. PROFESOR DOCTOR LUIS MARIA ARGAÑA;junio
46266440;COL. NAC. PROFESOR EMILIO FERREIRA;agosto
46266440;COL. NAC. PROFESOR EMILIO FERREIRA;julio
45378690;COL. NAC. PROFESOR EMILIO FERREIRA;junio
12077630;COL. NAC. PROF. FELICIANA ALMADA DE ACOSTA;agosto
12228380;COL. NAC. PROF. FELICIANA ALMADA DE ACOSTA;julio
12228380;COL. NAC. PROF. FELICIANA ALMADA DE ACOSTA;junio
18801500;COL. NAC.PROF.FRANCISCA YEGROS DE CARPINELLI;agosto
18801500;COL. NAC.PROF.FRANCISCA YEGROS DE CARPINELLI;julio
16222000;COL. NAC.PROF.FRANCISCA YEGROS DE CARPINELLI;junio
51974428;COL. NAC. PROF. GERARDO NOGUERA;agosto
51974428;COL. NAC. PROF. GERARDO NOGUERA;julio
51974428;COL. NAC. PROF. GERARDO NOGUERA;junio
8659750;COL. NAC. PROF. HUBER ANTONIO PAREDES;agosto
8659750;COL. NAC. PROF. HUBER ANTONIO PAREDES;julio
8659750;COL. NAC. PROF. HUBER ANTONIO PAREDES;junio
21632214;COL. NAC. PROF. IRENEO LOPEZ OJEDA;agosto
21782964;COL. NAC. PROF. IRENEO LOPEZ OJEDA;julio
21782964;COL. NAC. PROF. IRENEO LOPEZ OJEDA;junio
42433964;COL. NAC. PROF. JORGE SEBASTIAN MIRANDA;agosto
42065464;COL. NAC. PROF. JORGE SEBASTIAN MIRANDA;julio
42065464;COL. NAC. PROF. JORGE SEBASTIAN MIRANDA;junio
8944500;COL. NAC. PROF. JUAN DE LA CRUZ ANTUNEZ;agosto
8944500;COL. NAC. PROF. JUAN DE LA CRUZ ANTUNEZ;julio
8944500;COL. NAC. PROF. JUAN DE LA CRUZ ANTUNEZ;junio
49200928;COL. NAC. PROF. JUAN INOCENCIO LEZCANO;agosto
49200928;COL. NAC. PROF. JUAN INOCENCIO LEZCANO;julio
49200928;COL. NAC. PROF. JUAN INOCENCIO LEZCANO;junio
12469982;COL. NAC. PROF. JULIA IGNACIA ACOSTA DE GONZALEZ;agosto
12469982;COL. NAC. PROF. JULIA IGNACIA ACOSTA DE GONZALEZ;julio
12469982;COL. NAC. PROF. JULIA IGNACIA ACOSTA DE GONZALEZ;junio
11708232;COL. NAC. PROF. JULIO FRONTANILLA;agosto
11708232;COL. NAC. PROF. JULIO FRONTANILLA;julio
11708232;COL. NAC. PROF. JULIO FRONTANILLA;junio
21548500;COL. NAC. PROF. LUCIA TAVAROZZI;agosto
21917000;COL. NAC. PROF. LUCIA TAVAROZZI;julio
19773000;COL. NAC. PROF. LUCIA TAVAROZZI;junio
7554250;COL. NAC. PROF. LUIS A. FLORENTIN VIGO;agosto
7554250;COL. NAC. PROF. LUIS A. FLORENTIN VIGO;julio
7403500;COL. NAC. PROF. LUIS A. FLORENTIN VIGO;junio
24113002;COL. NAC. PROF. MARCIANO MARTINEZ;agosto
24113002;COL. NAC. PROF. MARCIANO MARTINEZ;julio
24113002;COL. NAC. PROF. MARCIANO MARTINEZ;junio
19404500;COL. NAC. PROF. MA. REMIGIA FIGUEREDO RUIZ;agosto
19404500;COL. NAC. PROF. MA. REMIGIA FIGUEREDO RUIZ;julio
19404500;COL. NAC. PROF. MA. REMIGIA FIGUEREDO RUIZ;junio
7303000;COL. NAC. PROF. MARGARITA CABRAL CENTURION;agosto
7303000;COL. NAC. PROF. MARGARITA CABRAL CENTURION;julio
7303000;COL. NAC. PROF. MARGARITA CABRAL CENTURION;junio
55137010;COL. NAC. PROF. MARIA ARCE DE CENTURION;agosto
55137010;COL. NAC. PROF. MARIA ARCE DE CENTURION;julio
55137010;COL. NAC. PROF. MARIA ARCE DE CENTURION;junio
13742982;COL. NAC. PROF. MERCEDES IBARRA;agosto
14044482;COL. NAC. PROF. MERCEDES IBARRA;julio
14044482;COL. NAC. PROF. MERCEDES IBARRA;junio
12170697;COL. NAC. PROF. MODESTO VILLALBA GUTIERREZ;agosto
12170697;COL. NAC. PROF. MODESTO VILLALBA GUTIERREZ;julio
11582250;COL. NAC. PROF. MODESTO VILLALBA GUTIERREZ;junio
36573196;COL. NAC. PROF. ROSA C. VENTRE;agosto
36573196;COL. NAC. PROF. ROSA C. VENTRE;julio
36573196;COL. NAC. PROF. ROSA C. VENTRE;junio
54410825;COL. NAC. PROF. SEBASTIAN CRISTOBAL PEREZ;agosto
54410825;COL. NAC. PROF. SEBASTIAN CRISTOBAL PEREZ;julio
54410825;COL. NAC. PROF. SEBASTIAN CRISTOBAL PEREZ;junio
20669500;COL. NAC. PROF. SINDULFO MILCIADES RODRIGUEZ;agosto
20669500;COL. NAC. PROF. SINDULFO MILCIADES RODRIGUEZ;julio
20669500;COL. NAC. PROF. SINDULFO MILCIADES RODRIGUEZ;junio
25773302;COL. NAC. PROF. TEODORO RODRIGUEZ;agosto
25773302;COL. NAC. PROF. TEODORO RODRIGUEZ;julio
25254052;COL. NAC. PROF. TEODORO RODRIGUEZ;junio
8123750;COL. NAC. PROF. V. DE LA CRUZ SOSTOA DE V.;agosto
8123750;COL. NAC. PROF. V. DE LA CRUZ SOSTOA DE V.;julio
8123750;COL. NAC. PROF. V. DE LA CRUZ SOSTOA DE V.;junio
8274500;COL.NAC. PROF. VICTORIANO ARAMBULO;agosto
8274500;COL.NAC. PROF. VICTORIANO ARAMBULO;julio
8274500;COL.NAC. PROF. VICTORIANO ARAMBULO;junio
19421250;COL. NAC PROF. VICTORINO RAMON FRETES;agosto
19421250;COL. NAC PROF. VICTORINO RAMON FRETES;julio
19421250;COL. NAC PROF. VICTORINO RAMON FRETES;junio
20930947;COL. NAC. PROF. VICTOR N. VASCONSELLOS;agosto
20930947;COL. NAC. PROF. VICTOR N. VASCONSELLOS;julio
20930947;COL. NAC. PROF. VICTOR N. VASCONSELLOS;junio
19186714;COL. NAC. PROSPERO ALMADA;agosto
19186714;COL. NAC. PROSPERO ALMADA;julio
19186714;COL. NAC. PROSPERO ALMADA;junio
23407750;COL. NAC. PTE.FEDERICO CHAVEZ;agosto
23407750;COL. NAC. PTE.FEDERICO CHAVEZ;julio
23407750;COL. NAC. PTE.FEDERICO CHAVEZ;junio
26028696;COL. NAC. PUERTO BOTANICO;agosto
26028696;COL. NAC. PUERTO BOTANICO;julio
26028696;COL. NAC. PUERTO BOTANICO;junio
19990750;COL. NAC. PUERTO TRIUNFO;agosto
19990750;COL. NAC. PUERTO TRIUNFO;julio
19990750;COL. NAC. PUERTO TRIUNFO;junio
50433392;COL. NAC. QUIINDY;agosto
50433392;COL. NAC. QUIINDY;julio
50433392;COL. NAC. QUIINDY;junio
49612714;COL. NAC. RAMON INDALECIO CARDOZO;agosto
49612714;COL. NAC. RAMON INDALECIO CARDOZO;julio
49311214;COL. NAC. RAMON INDALECIO CARDOZO;junio
28557890;COL. NAC. RAMONITA;agosto
28557890;COL. NAC. RAMONITA;julio
28557890;COL. NAC. RAMONITA;junio
50768398;COL. NAC. RAUL ARSENIO OVIEDO;agosto
50768398;COL. NAC. RAUL ARSENIO OVIEDO;julio
50768398;COL. NAC. RAUL ARSENIO OVIEDO;junio
22704250;COL. NAC. RAUL H. GIRALA V.;agosto
22704250;COL. NAC. RAUL H. GIRALA V.;julio
22704250;COL. NAC. RAUL H. GIRALA V.;junio
50344639;COL. NAC. RCA. BOLIVARIANA DE VENEZUELA;agosto
50344639;COL. NAC. RCA. BOLIVARIANA DE VENEZUELA;julio
50344639;COL. NAC. RCA. BOLIVARIANA DE VENEZUELA;junio
12930964;COL. NAC. RCA. DE BOLIVIA;agosto
12930964;COL. NAC. RCA. DE BOLIVIA;julio
12930964;COL. NAC. RCA. DE BOLIVIA;junio
45118415;COL. NAC. RCA. DE GUATEMALA;agosto
45118415;COL. NAC. RCA. DE GUATEMALA;julio
45419915;COL. NAC. RCA. DE GUATEMALA;junio
7989750;COL. NAC. RCA. DE HONDURAS;agosto
7989750;COL. NAC. RCA. DE HONDURAS;julio
7537500;COL. NAC. RCA. DE HONDURAS;junio
56742198;COL. NAC. RCA. DEL PARAGUAY;agosto
56742198;COL. NAC. RCA. DEL PARAGUAY;julio
56742198;COL. NAC. RCA. DEL PARAGUAY;junio
38978351;COL. NAC. RCA. DE PANAMA;agosto
38978351;COL. NAC. RCA. DE PANAMA;julio
38978351;COL. NAC. RCA. DE PANAMA;junio
22576872;COL. NAC. REINO DE HOLANDA;agosto
22576872;COL. NAC. REINO DE HOLANDA;julio
22576872;COL. NAC. REINO DE HOLANDA;junio
4807250;COL. NAC. RENACER;agosto
4807250;COL. NAC. RENACER;julio
4505750;COL. NAC. RENACER;junio
11783250;COL. NAC REPUBLICA ALEMANA;agosto
11783250;COL. NAC REPUBLICA ALEMANA;julio
11783250;COL. NAC REPUBLICA ALEMANA;junio
142784862;COL. NAC. REPUBLICA ARGENTINA;agosto
142784862;COL. NAC. REPUBLICA ARGENTINA;julio
141578862;COL. NAC. REPUBLICA ARGENTINA;junio
20400750;COL. NAC. REPUBLICA DE CHILE;agosto
20400750;COL. NAC. REPUBLICA DE CHILE;julio
20400750;COL. NAC. REPUBLICA DE CHILE;junio
74292004;COL. NAC. REPUBLICA DE COLOMBIA;agosto
74895004;COL. NAC. REPUBLICA DE COLOMBIA;julio
75565004;COL. NAC. REPUBLICA DE COLOMBIA;junio
14991237;COL. NAC. REPUBLICA DE COREA;agosto
14991237;COL. NAC. REPUBLICA DE COREA;julio
14991237;COL. NAC. REPUBLICA DE COREA;junio
21037982;COL. NAC.        REPUBLICA DE COSTA RICA;agosto
21037982;COL. NAC.        REPUBLICA DE COSTA RICA;julio
21037982;COL. NAC.        REPUBLICA DE COSTA RICA;junio
16927679;COL. NAC. REPUBLICA DE CUBA;agosto
16542429;COL. NAC. REPUBLICA DE CUBA;julio
16693179;COL. NAC. REPUBLICA DE CUBA;junio
31051440;COL. NAC. REPUBLICA DE HUNGRIA;agosto
31051440;COL. NAC. REPUBLICA DE HUNGRIA;julio
31051440;COL. NAC. REPUBLICA DE HUNGRIA;junio
28080012;COL. NAC. REPUBLICA DEL BRASIL;agosto
28080012;COL. NAC. REPUBLICA DEL BRASIL;julio
28080012;COL. NAC. REPUBLICA DEL BRASIL;junio
16984500;COL. NAC. REPUBLICA DEL PARAGUAY;agosto
16984500;COL. NAC. REPUBLICA DEL PARAGUAY;julio
16984500;COL. NAC. REPUBLICA DEL PARAGUAY;junio
18000430;COL. NAC. REPUBLICA DE NICARAGUA;agosto
18191563;COL. NAC. REPUBLICA DE NICARAGUA;julio
18191563;COL. NAC. REPUBLICA DE NICARAGUA;junio
30191464;COL. NAC. REPUBLICA DE VENEZUELA;agosto
29889964;COL. NAC. REPUBLICA DE VENEZUELA;julio
29588464;COL. NAC. REPUBLICA DE VENEZUELA;junio
8576000;COL. NAC. REPUBLICA FEDERATIVA DE ALEMANIA;agosto
8123750;COL. NAC. REPUBLICA FEDERATIVA DE ALEMANIA;julio
8123750;COL. NAC. REPUBLICA FEDERATIVA DE ALEMANIA;junio
51337910;COL. NAC. REPUBLICA ORIENTAL DEL URUGUAY;agosto
51337910;COL. NAC. REPUBLICA ORIENTAL DEL URUGUAY;julio
51337910;COL. NAC. REPUBLICA ORIENTAL DEL URUGUAY;junio
23608714;COL. NAC. RIGOBERTO CABALLERO;agosto
23608714;COL. NAC. RIGOBERTO CABALLERO;julio
23608714;COL. NAC. RIGOBERTO CABALLERO;junio
7085250;COL. NAC. RINCON;agosto
7085250;COL. NAC. RINCON;julio
7085250;COL. NAC. RINCON;junio
66598061;COL. NAC. RINCON DEL PEÑON;agosto
66296561;COL. NAC. RINCON DEL PEÑON;julio
67235149;COL. NAC. RINCON DEL PEÑON;junio
31636454;COL. NAC. RIO NEGRO;agosto
31636454;COL. NAC. RIO NEGRO;julio
31636454;COL. NAC. RIO NEGRO;junio
18089982;COL. NAC. RIO PARAGUAY;agosto
18089982;COL. NAC. RIO PARAGUAY;julio
18089982;COL. NAC. RIO PARAGUAY;junio
32597450;COL. NAC. RITA SURROCA DE BENITEZ;agosto
32597450;COL. NAC. RITA SURROCA DE BENITEZ;julio
32597450;COL. NAC. RITA SURROCA DE BENITEZ;junio
24270696;COL. NAC. ROBERTO SCHAERER;agosto
24270696;COL. NAC. ROBERTO SCHAERER;julio
24270696;COL. NAC. ROBERTO SCHAERER;junio
7386750;COL. NAC. ROQUE GONZALEZ DE SANTACRUZ;agosto
7386750;COL. NAC. ROQUE GONZALEZ DE SANTACRUZ;julio
7386750;COL. NAC. ROQUE GONZALEZ DE SANTACRUZ;junio
22754464;COL. NAC. ROSA RAMONA ALMADA DE RIVAS;agosto
22754464;COL. NAC. ROSA RAMONA ALMADA DE RIVAS;julio
22754464;COL. NAC. ROSA RAMONA ALMADA DE RIVAS;junio
9849000;COL. NAC. ROSARIO;agosto
9849000;COL. NAC. ROSARIO;julio
9849000;COL. NAC. ROSARIO;junio
53163678;COL. NAC. RVDO. PADRE LUCIANO CESTAC;agosto
53314428;COL. NAC. RVDO. PADRE LUCIANO CESTAC;julio
53314428;COL. NAC. RVDO. PADRE LUCIANO CESTAC;junio
12458249;COL. NAC. SAGRADA FAMILIA;agosto
12458249;COL. NAC. SAGRADA FAMILIA;julio
12458249;COL. NAC. SAGRADA FAMILIA;junio
222599043;COL. NAC. SAGRADO CORAZON DE JESUS;agosto
222599043;COL. NAC. SAGRADO CORAZON DE JESUS;julio
222599043;COL. NAC. SAGRADO CORAZON DE JESUS;junio
17687982;COL. NAC. SAGRADOS CORAZONES;agosto
18357982;COL. NAC. SAGRADOS CORAZONES;julio
18357982;COL. NAC. SAGRADOS CORAZONES;junio
904500;COL. NAC. SALADILLO;agosto
904500;COL. NAC. SALADILLO;julio
904500;COL. NAC. SALADILLO;junio
48523232;COL. NAC. SALTO DEL GUAIRA;agosto
48523232;COL. NAC. SALTO DEL GUAIRA;julio
48523232;COL. NAC. SALTO DEL GUAIRA;junio
10594000;COL. NAC. SALTOS DEL MONDAY;agosto
10594000;COL. NAC. SALTOS DEL MONDAY;julio
10594000;COL. NAC. SALTOS DEL MONDAY;junio
216994966;COL. NAC. SAN AGUSTIN;agosto
216994966;COL. NAC. SAN AGUSTIN;julio
214733716;COL. NAC. SAN AGUSTIN;junio
44763946;COL. NAC. SAN ALBERTO MAGNO;agosto
44763946;COL. NAC. SAN ALBERTO MAGNO;julio
44763946;COL. NAC. SAN ALBERTO MAGNO;junio
32196198;COL. NAC. SAN ALFONSO;agosto
31090698;COL. NAC. SAN ALFONSO;julio
31090698;COL. NAC. SAN ALFONSO;junio
169595341;COL. NAC. SAN ANTONIO;agosto
169896841;COL. NAC. SAN ANTONIO;julio
169896841;COL. NAC. SAN ANTONIO;junio
124391039;COL. NAC. SAN ANTONIO DE PADUA;agosto
122414539;COL. NAC. SAN ANTONIO DE PADUA;julio
122414539;COL. NAC. SAN ANTONIO DE PADUA;junio
8793750;COL. NAC. SAN BALTAZAR;agosto
8793750;COL. NAC. SAN BALTAZAR;julio
8793750;COL. NAC. SAN BALTAZAR;junio
263365362;COL. NAC. SAN BLAS;agosto
263298362;COL. NAC. SAN BLAS;julio
263298362;COL. NAC. SAN BLAS;junio
33892463;COL. NAC. SAN BUENAVENTURA;agosto
33892463;COL. NAC. SAN BUENAVENTURA;julio
33892463;COL. NAC. SAN BUENAVENTURA;junio
79594410;COL. NAC. SAN CARLOS;agosto
79594410;COL. NAC. SAN CARLOS;julio
79292910;COL. NAC. SAN CARLOS;junio
34161232;COL. NAC. SAN CARLOS BORROMEO;agosto
34161232;COL. NAC. SAN CARLOS BORROMEO;julio
34161232;COL. NAC. SAN CARLOS BORROMEO;junio
17152000;COL. NAC. SAN CAYETANO;agosto
17152000;COL. NAC. SAN CAYETANO;julio
17152000;COL. NAC. SAN CAYETANO;junio
42948020;COL. NAC. SAN CLEMENTE MARIA;agosto
42948020;COL. NAC. SAN CLEMENTE MARIA;julio
42948020;COL. NAC. SAN CLEMENTE MARIA;junio
15945964;COL. NAC. SAN COSME Y DAMIAN;agosto
15945964;COL. NAC. SAN COSME Y DAMIAN;julio
15945964;COL. NAC. SAN COSME Y DAMIAN;junio
22369250;COL. NAC. SAN ENRIQUE DE OSSO;agosto
22369250;COL. NAC. SAN ENRIQUE DE OSSO;julio
22369250;COL. NAC. SAN ENRIQUE DE OSSO;junio
8190750;COL. NAC. SAN EUGENIO;agosto
8190750;COL. NAC. SAN EUGENIO;julio
8190750;COL. NAC. SAN EUGENIO;junio
14053250;COL. NAC. SAN FERNANDO;agosto
14053250;COL. NAC. SAN FERNANDO;julio
14053250;COL. NAC. SAN FERNANDO;junio
145764526;COL. NAC. SAN FRANCISCO;agosto
145764526;COL. NAC. SAN FRANCISCO;julio
146216776;COL. NAC. SAN FRANCISCO;junio
102303538;COL. NAC. SAN FRANCISCO DE ASIS;agosto
102303538;COL. NAC. SAN FRANCISCO DE ASIS;julio
102303538;COL. NAC. SAN FRANCISCO DE ASIS;junio
19756250;COL. NAC. SAN GABRIEL I;agosto
19756250;COL. NAC. SAN GABRIEL I;julio
19756250;COL. NAC. SAN GABRIEL I;junio
15610982;COL. NAC. SAN GERVASIO;agosto
19011232;COL. NAC. SAN GERVASIO;julio
19011232;COL. NAC. SAN GERVASIO;junio
19421250;COL. NAC. SANGUINA CUE 2;agosto
19421250;COL. NAC. SANGUINA CUE 2;julio
19421250;COL. NAC. SANGUINA CUE 2;junio
21096232;COL. NAC. SAN IGNACIO;agosto
21096232;COL. NAC. SAN IGNACIO;julio
21096232;COL. NAC. SAN IGNACIO;junio
37275541;COL. NAC. SAN IGNACIO DE LOYOLA;agosto
37275541;COL. NAC. SAN IGNACIO DE LOYOLA;julio
37275541;COL. NAC. SAN IGNACIO DE LOYOLA;junio
127752548;COL. NAC. SAN ISIDRO;agosto
128506298;COL. NAC. SAN ISIDRO;julio
128506298;COL. NAC. SAN ISIDRO;junio
13500500;COL. NAC. SAN ISIDRO DEL NORTE;agosto
13500500;COL. NAC. SAN ISIDRO DEL NORTE;julio
